doc_id,title,segment_id,source_doc,source_topic,segment_index,route_question,text,segment_text,role,entities,operative_status,relation,answer_relevance,gold_role,gold_entities,gold_operative_status,gold_relation,gold_answer_relevance,annotation_notes,gold_answer_relevant,answer_relevant
FBV2_DOC_01_blood_bank_platelet_allocation,Blood Bank Platelet Allocation,FBV2_0001,FBV2_DOC_01_blood_bank_platelet_allocation,Blood Bank Platelet Allocation,1,How should a transfusion desk route platelet allocation choices?,A second pass should track platelet expiry window from intake to closure and record when trauma cooler appears. The team can then see whether blood bank platelet allocation case 1-01 predicts a route change.,A second pass should track platelet expiry window from intake to closure and record when trauma cooler appears. The team can then see whether blood bank platelet allocation case 1-01 predicts a route change.,,,,,,,,,,,fresh_blind_v2_human_annotation_template,,
FBV2_DOC_01_blood_bank_platelet_allocation,Blood Bank Platelet Allocation,FBV2_0002,FBV2_DOC_01_blood_bank_platelet_allocation,Blood Bank Platelet Allocation,2,How should a transfusion desk route platelet allocation choices?,A sample handoff begins with crossmatch tray in place and donor batch record missing from the packet. blood bank platelet allocation case 1-02 gives the reviewer the reason for keeping the file open.,A sample handoff begins with crossmatch tray in place and donor batch record missing from the packet. blood bank platelet allocation case 1-02 gives the reviewer the reason for keeping the file open.,,,,,,,,,,,fresh_blind_v2_human_annotation_template,,
FBV2_DOC_01_blood_bank_platelet_allocation,Blood Bank Platelet Allocation,FBV2_0003,FBV2_DOC_01_blood_bank_platelet_allocation,Blood Bank Platelet Allocation,3,How should a transfusion desk route platelet allocation choices?,"Sort oncology ward request by time, attach night courier sheet, and send blood bank platelet allocation case 1-03 to the lane with the matching staff owner. Leave disputed entries open.","Sort oncology ward request by time, attach night courier sheet, and send blood bank platelet allocation case 1-03 to the lane with the matching staff owner. Leave disputed entries open.",,,,,,,,,,,fresh_blind_v2_human_annotation_template,,
FBV2_DOC_01_blood_bank_platelet_allocation,Blood Bank Platelet Allocation,FBV2_0004,FBV2_DOC_01_blood_bank_platelet_allocation,Blood Bank Platelet Allocation,4,How should a transfusion desk route platelet allocation choices?,"On this desk, trauma cooler is the shared reference the team checks before any reassignment. It links blood fridge log with blood bank platelet allocation case 1-04 so the same object is visible to everyone.","On this desk, trauma cooler is the shared reference the team checks before any reassignment. It links blood fridge log with blood bank platelet allocation case 1-04 so the same object is visible to everyone.",,,,,,,,,,,fresh_blind_v2_human_annotation_template,,
FBV2_DOC_01_blood_bank_platelet_allocation,Blood Bank Platelet Allocation,FBV2_0005,FBV2_DOC_01_blood_bank_platelet_allocation,Blood Bank Platelet Allocation,5,How should a transfusion desk route platelet allocation choices?,donor batch record sits beside compatibility hold at the opening desk while blood bank platelet allocation case 1-05 waits for review. Staff read the packet to understand the day before any routing choice moves.,donor batch record sits beside compatibility hold at the opening desk while blood bank platelet allocation case 1-05 waits for review. Staff read the packet to understand the day before any routing choice moves.,,,,,,,,,,,fresh_blind_v2_human_annotation_template,,
FBV2_DOC_01_blood_bank_platelet_allocation,Blood Bank Platelet Allocation,FBV2_0006,FBV2_DOC_01_blood_bank_platelet_allocation,Blood Bank Platelet Allocation,6,How should a transfusion desk route platelet allocation choices?,A coordinator should treat night courier sheet with care when platelet expiry window has no matching timestamp. blood bank platelet allocation case 1-06 remains open until the file catches up.,A coordinator should treat night courier sheet with care when platelet expiry window has no matching timestamp. blood bank platelet allocation case 1-06 remains open until the file catches up.,,,,,,,,,,,fresh_blind_v2_human_annotation_template,,
FBV2_DOC_01_blood_bank_platelet_allocation,Blood Bank Platelet Allocation,FBV2_0007,FBV2_DOC_01_blood_bank_platelet_allocation,Blood Bank Platelet Allocation,7,How should a transfusion desk route platelet allocation choices?,A desk sample showed blood fridge log reducing search time when crossmatch tray was also attached. blood bank platelet allocation case 1-07 was the field most often opened during review.,A desk sample showed blood fridge log reducing search time when crossmatch tray was also attached. blood bank platelet allocation case 1-07 was the field most often opened during review.,,,,,,,,,,,fresh_blind_v2_human_annotation_template,,
FBV2_DOC_01_blood_bank_platelet_allocation,Blood Bank Platelet Allocation,FBV2_0008,FBV2_DOC_01_blood_bank_platelet_allocation,Blood Bank Platelet Allocation,8,How should a transfusion desk route platelet allocation choices?,The safer choice comes from reading compatibility hold beside oncology ward request. Treating blood bank platelet allocation case 1-08 alone as decisive makes the handoff weaker.,The safer choice comes from reading compatibility hold beside oncology ward request. Treating blood bank platelet allocation case 1-08 alone as decisive makes the handoff weaker.,,,,,,,,,,,fresh_blind_v2_human_annotation_template,,
FBV2_DOC_01_blood_bank_platelet_allocation,Blood Bank Platelet Allocation,FBV2_0009,FBV2_DOC_01_blood_bank_platelet_allocation,Blood Bank Platelet Allocation,9,How should a transfusion desk route platelet allocation choices?,"One Tuesday file carries platelet expiry window, trauma cooler, and a late note about blood bank platelet allocation case 1-09. The desk uses that mix to show how a small mismatch changes routing.","One Tuesday file carries platelet expiry window, trauma cooler, and a late note about blood bank platelet allocation case 1-09. The desk uses that mix to show how a small mismatch changes routing.",,,,,,,,,,,fresh_blind_v2_human_annotation_template,,
FBV2_DOC_01_blood_bank_platelet_allocation,Blood Bank Platelet Allocation,FBV2_0010,FBV2_DOC_01_blood_bank_platelet_allocation,Blood Bank Platelet Allocation,10,How should a transfusion desk route platelet allocation choices?,"First compare crossmatch tray with donor batch record, then place blood bank platelet allocation case 1-10 in the matching queue. If the two records disagree, hold the case for desk review.","First compare crossmatch tray with donor batch record, then place blood bank platelet allocation case 1-10 in the matching queue. If the two records disagree, hold the case for desk review.",,,,,,,,,,,fresh_blind_v2_human_annotation_template,,
