dataset,strategy,matcher,threshold,segment_id,gold_entities,pred_entities,gold_count,pred_count,matches,soft_precision,soft_recall,soft_f1,soft_jaccard,matched_pairs
in_domain_train,hybrid_v1,M3_fuzzy_difflib,0.6,DOC0002_S0004,"[""NCSC secure AI guidance"", ""secure AI development"", ""AI systems""]","[""AI safety evaluation"", ""AI risk management"", ""secure AI development""]",3,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,"[{""gold"": ""secure AI development"", ""pred"": ""secure AI development"", ""score"": 1.0}]"
in_domain_train,hybrid_v1,M3_fuzzy_difflib,0.6,DOC0001_S0001,"[""NIST AI RMF"", ""risk management"", ""AI risk""]","[""AI risk management"", ""route extraction"", ""source context"", ""01_nist_ai_rmf_route_note md nist"", ""01_nist_ai_rmf_route_note md nist ai"", ""management framework route""]",3,6,1,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.125,"[{""gold"": ""risk management"", ""pred"": ""AI risk management"", ""score"": 0.9090909090909091}]"
in_domain_train,hybrid_v1,M3_fuzzy_difflib,0.6,DOC0001_S0002,"[""NIST AI RMF"", ""RouteMap"", ""AI risk"", ""benchmark"", ""data""]","[""benchmark"", ""RouteMap"", ""source context"", ""01_nist_ai_rmf_route_note md source"", ""01_nist_ai_rmf_route_note md source metadata"", ""pdf url"", ""primary url"", ""url http""]",5,8,2,0.25,0.4,0.3076923076923077,0.18181818181818182,"[{""gold"": ""RouteMap"", ""pred"": ""RouteMap"", ""score"": 1.0}, {""gold"": ""benchmark"", ""pred"": ""benchmark"", ""score"": 1.0}]"
in_domain_train,hybrid_v1,M3_fuzzy_difflib,0.6,DOC0001_S0004,"[""NIST AI RMF"", ""risk management"", ""AI risk""]","[""AI risk management"", ""secure AI development"", ""01_nist_ai_rmf_route_note md ai"", ""01_nist_ai_rmf_route_note md ai risk""]",3,4,1,0.25,0.3333333333333333,0.28571428571428575,0.16666666666666666,"[{""gold"": ""risk management"", ""pred"": ""AI risk management"", ""score"": 0.9090909090909091}]"
in_domain_train,hybrid_v1,M3_fuzzy_difflib,0.6,DOC0001_S0005,"[""NIST AI RMF"", ""AI risk"", ""monitoring"", ""model behavior"", ""data""]","[""AI risk management"", ""01_nist_ai_rmf_route_note md ai"", ""01_nist_ai_rmf_route_note md ai risk"", ""data people deployment"", ""data people deployment setting""]",5,5,0,0.0,0.0,0.0,0.0,[]
in_domain_train,hybrid_v1,M3_fuzzy_difflib,0.6,DOC0002_S0001,"[""NCSC secure AI guidance"", ""secure AI development"", ""AI systems""]","[""secure AI development"", ""source context"", ""02_ncsc_secure_ai_development_route_note md ncsc"", ""development route note"", ""md ncsc secure""]",3,5,1,0.2,0.3333333333333333,0.25,0.14285714285714285,"[{""gold"": ""secure AI development"", ""pred"": ""secure AI development"", ""score"": 1.0}]"
in_domain_train,hybrid_v1,M3_fuzzy_difflib,0.6,DOC0002_S0002,"[""NCSC secure AI guidance"", ""RouteMap"", ""benchmark"", ""data""]","[""benchmark"", ""RouteMap"", ""secure AI development"", ""source context"", ""http www ncsc"", ""http www ncsc gov"", ""pdf url"", ""primary url"", ""url http"", ""url http www""]",4,10,2,0.2,0.5,0.28571428571428575,0.16666666666666666,"[{""gold"": ""RouteMap"", ""pred"": ""RouteMap"", ""score"": 1.0}, {""gold"": ""benchmark"", ""pred"": ""benchmark"", ""score"": 1.0}]"
in_domain_train,hybrid_v1,M3_fuzzy_difflib,0.6,DOC0002_S0006,"[""NCSC secure AI guidance"", ""AI systems"", ""monitoring"", ""transparency""]","[""AI safety evaluation"", ""AI risk management"", ""LLM application security"", ""secure AI development"", ""md security outcome""]",4,5,0,0.0,0.0,0.0,0.0,[]
in_domain_train,hybrid_v1,M3_fuzzy_difflib,0.6,DOC0002_S0007,"[""NCSC secure AI guidance"", ""monitoring""]","[""secure AI development"", ""tool-use security"", ""02_ncsc_secure_ai_development_route_note md secure operation"", ""md secure operation"", ""md secure operation include"", ""secure operation include logging""]",2,6,1,0.16666666666666666,0.5,0.25,0.14285714285714285,"[{""gold"": ""NCSC secure AI guidance"", ""pred"": ""md secure operation include"", ""score"": 0.6}]"
in_domain_train,hybrid_v1,M3_fuzzy_difflib,0.6,DOC0002_S0009,"[""NCSC secure AI guidance"", ""RouteMap""]","[""RouteMap"", ""about design deployment"", ""passage about design"", ""passage about design deployment"", ""scattered passage about""]",2,5,1,0.2,0.5,0.28571428571428575,0.16666666666666666,"[{""gold"": ""RouteMap"", ""pred"": ""RouteMap"", ""score"": 1.0}]"
