dataset,strategy,matcher,threshold,segment_id,gold_entities,pred_entities,gold_count,pred_count,matches,soft_precision,soft_recall,soft_f1,soft_jaccard,matched_pairs
out_domain_true_blind,pure_extractive,M4_embedding_cosine,0.5,TB001,"[""CivicAid Permit Triage"", ""council service requests"", ""planning questions"", ""permit evidence"", ""payment status"", ""human officer""]","[""CivicAid Permit Triage"", ""CivicAid Permit"", ""council service requests"", ""council service requests separating"", ""evidence payment status"", ""human officer reviews"", ""Permit"", ""permit evidence payment""]",6,8,5,0.625,0.8333333333333334,0.7142857142857143,0.5555555555555556,"[{""gold"": ""CivicAid Permit Triage"", ""pred"": ""CivicAid Permit Triage"", ""score"": 1.000000238418579}, {""gold"": ""council service requests"", ""pred"": ""council service requests"", ""score"": 1.0000001192092896}, {""gold"": ""permit evidence"", ""pred"": ""permit evidence payment"", ""score"": 0.7933797836303711}, {""gold"": ""human officer"", ""pred"": ""human officer reviews"", ""score"": 0.767798662185669}, {""gold"": ""payment status"", ""pred"": ""evidence payment status"", ""score"": 0.6575291156768799}]"
out_domain_true_blind,pure_extractive,M4_embedding_cosine,0.5,TB002,"[""residents"", ""complaint"", ""permit query"", ""missing-document evidence""]","[""long message containing"", ""often submit one"", ""often submit one long"", ""one long message"", ""one long message containing"", ""residents often submit"", ""residents often submit one"", ""submit one long""]",4,8,1,0.125,0.25,0.16666666666666666,0.09090909090909091,"[{""gold"": ""residents"", ""pred"": ""residents often submit"", ""score"": 0.6934575438499451}]"
out_domain_true_blind,pure_extractive,M4_embedding_cosine,0.5,TB003,"[""request type"", ""required evidence"", ""deadline sensitivity"", ""status"", ""new decision""]","[""classify each sentence"", ""evidence deadline sensitivity"", ""request type required"", ""request type required evidence"", ""required evidence deadline"", ""required evidence deadline sensitivity"", ""type required evidence"", ""type required evidence deadline""]",5,8,3,0.375,0.6,0.4615384615384615,0.3,"[{""gold"": ""request type"", ""pred"": ""request type required"", ""score"": 0.9110286235809326}, {""gold"": ""deadline sensitivity"", ""pred"": ""evidence deadline sensitivity"", ""score"": 0.7628426551818848}, {""gold"": ""required evidence"", ""pred"": ""required evidence deadline"", ""score"": 0.7536957859992981}]"
out_domain_true_blind,pure_extractive,M4_embedding_cosine,0.5,TB004,"[""assistant"", ""planning permission"", ""approval"", ""partial screenshot"", ""legal evidence""]","[""issue planning permission"", ""issue planning permission promise"", ""permission promise approval"", ""planning permission promise"", ""planning permission promise approval"", ""sufficient legal evidence"", ""assistant must"", ""issue planning""]",5,8,4,0.5,0.8,0.6153846153846154,0.4444444444444444,"[{""gold"": ""planning permission"", ""pred"": ""issue planning permission"", ""score"": 0.9149953126907349}, {""gold"": ""legal evidence"", ""pred"": ""sufficient legal evidence"", ""score"": 0.8374036550521851}, {""gold"": ""assistant"", ""pred"": ""assistant must"", ""score"": 0.8163902163505554}, {""gold"": ""approval"", ""pred"": ""permission promise approval"", ""score"": 0.5231241583824158}]"
out_domain_true_blind,pure_extractive,M4_embedding_cosine,0.5,TB005,"[""pilot review"", ""archived requests"", ""routing errors"", ""missing attachments"", ""resident intent""]","[""archived requests found"", ""fifty archived requests"", ""fifty archived requests found"", ""most routing errors"", ""most routing errors came"", ""resident s intent"", ""routing errors came"", ""archived requests""]",5,8,3,0.375,0.6,0.4615384615384615,0.3,"[{""gold"": ""archived requests"", ""pred"": ""archived requests"", ""score"": 1.0}, {""gold"": ""routing errors"", ""pred"": ""routing errors came"", ""score"": 0.9509658217430115}, {""gold"": ""resident intent"", ""pred"": ""resident s intent"", ""score"": 0.9418073892593384}]"
out_domain_true_blind,pure_extractive,M4_embedding_cosine,0.5,TB006,"[""blind annotation batch"", ""council-style messages"", ""route classifier"", ""manual triage spreadsheet""]","[""blind annotation batch"", ""current manual triage"", ""current manual triage spreadsheet"", ""manual triage spreadsheet"", ""Next build"", ""route classifier against"", ""unseen council-style messages"", ""annotation batch""]",4,8,4,0.5,1.0,0.6666666666666666,0.5,"[{""gold"": ""blind annotation batch"", ""pred"": ""blind annotation batch"", ""score"": 1.000000238418579}, {""gold"": ""manual triage spreadsheet"", ""pred"": ""manual triage spreadsheet"", ""score"": 1.0}, {""gold"": ""council-style messages"", ""pred"": ""unseen council-style messages"", ""score"": 0.9443272352218628}, {""gold"": ""route classifier"", ""pred"": ""route classifier against"", ""score"": 0.932574987411499}]"
out_domain_true_blind,pure_extractive,M4_embedding_cosine,0.5,TB007,"[""HarborFlow"", ""logistics exception tracker"", ""containers"", ""gate-out confirmation""]","[""delayed inspected damaged"", ""logistics exception tracker"", ""missing gate-out confirmation"", ""delayed inspected"", ""exception tracker"", ""gate-out confirmation"", ""inspected damaged"", ""logistics exception""]",4,8,2,0.25,0.5,0.3333333333333333,0.2,"[{""gold"": ""logistics exception tracker"", ""pred"": ""logistics exception tracker"", ""score"": 1.0000001192092896}, {""gold"": ""gate-out confirmation"", ""pred"": ""gate-out confirmation"", ""score"": 1.0}]"
out_domain_true_blind,pure_extractive,M4_embedding_cosine,0.5,TB008,"[""port team"", ""email chains"", ""customs hold"", ""carrier delay""]","[""currently handles exceptions"", ""currently handles exceptions through"", ""exceptions through email"", ""exceptions through email chains"", ""handles exceptions through"", ""handles exceptions through email"", ""port team currently"", ""port team currently handles""]",4,8,2,0.25,0.5,0.3333333333333333,0.2,"[{""gold"": ""port team"", ""pred"": ""port team currently"", ""score"": 0.9390466809272766}, {""gold"": ""email chains"", ""pred"": ""exceptions through email chains"", ""score"": 0.7291854023933411}]"
out_domain_true_blind,pure_extractive,M4_embedding_cosine,0.5,TB009,"[""exception"", ""cause"", ""accountable party"", ""last verified timestamp"", ""financial exposure"", ""operations lead""]","[""accountable party last"", ""accountable party last verified"", ""cause accountable party"", ""cause accountable party last"", ""Each exception"", ""last verified timestamp"", ""operations lead sees"", ""party last verified""]",6,8,4,0.5,0.6666666666666666,0.5714285714285715,0.4,"[{""gold"": ""last verified timestamp"", ""pred"": ""last verified timestamp"", ""score"": 1.0000001192092896}, {""gold"": ""accountable party"", ""pred"": ""accountable party last"", ""score"": 0.8956164717674255}, {""gold"": ""operations lead"", ""pred"": ""operations lead sees"", ""score"": 0.863213300704956}, {""gold"": ""exception"", ""pred"": ""Each exception"", ""score"": 0.7480735778808594}]"
out_domain_true_blind,pure_extractive,M4_embedding_cosine,0.5,TB010,"[""refrigerated container"", ""temperature alarm"", ""inspection seal"", ""cold-chain risk"", ""compliance review""]","[""both cold-chain risk"", ""missing inspection seal"", ""both cold-chain"", ""cold-chain risk"", ""compliance review"", ""inspection seal"", ""missing inspection"", ""refrigerated container""]",5,8,4,0.5,0.8,0.6153846153846154,0.4444444444444444,"[{""gold"": ""compliance review"", ""pred"": ""compliance review"", ""score"": 1.000000238418579}, {""gold"": ""cold-chain risk"", ""pred"": ""cold-chain risk"", ""score"": 1.0}, {""gold"": ""inspection seal"", ""pred"": ""inspection seal"", ""score"": 1.0}, {""gold"": ""refrigerated container"", ""pred"": ""refrigerated container"", ""score"": 1.0}]"
