dataset,strategy,matcher,threshold,segment_id,gold_entities,pred_entities,gold_count,pred_count,matches,soft_precision,soft_recall,soft_f1,soft_jaccard,matched_pairs
out_domain_true_blind,hybrid_v1,M1_normalized_exact,1.0,TB001,"[""CivicAid Permit Triage"", ""council service requests"", ""planning questions"", ""permit evidence"", ""payment status"", ""human officer""]","[""civicaid permit"", ""civicaid permit triage"", ""civicaid permit triage civicaid"", ""civicaid permit triage civicaid permit triage"", ""permit"", ""permit triage"", ""permit triage civicaid""]",6,7,1,0.14285714285714285,0.16666666666666666,0.15384615384615383,0.08333333333333333,"[{""gold"": ""CivicAid Permit Triage"", ""pred"": ""civicaid permit triage"", ""score"": 1.0}]"
out_domain_true_blind,hybrid_v1,M1_normalized_exact,1.0,TB002,"[""residents"", ""complaint"", ""permit query"", ""missing-document evidence""]","[""civicaid permit"", ""civicaid permit triage"", ""civicaid permit triage the"", ""long message containing"", ""often submit one"", ""often submit one long"", ""one long message""]",4,7,0,0.0,0.0,0.0,0.0,[]
out_domain_true_blind,hybrid_v1,M1_normalized_exact,1.0,TB003,"[""request type"", ""required evidence"", ""deadline sensitivity"", ""status"", ""new decision""]","[""civicaid permit"", ""civicaid permit triage"", ""civicaid permit triage the"", ""classify each sentence"", ""evidence deadline sensitivity"", ""permit triage"", ""request type required""]",5,7,0,0.0,0.0,0.0,0.0,[]
out_domain_true_blind,hybrid_v1,M1_normalized_exact,1.0,TB004,"[""assistant"", ""planning permission"", ""approval"", ""partial screenshot"", ""legal evidence""]","[""civicaid permit"", ""civicaid permit triage"", ""civicaid permit triage the"", ""issue planning permission"", ""issue planning permission promise"", ""permission promise approval"", ""permit triage""]",5,7,0,0.0,0.0,0.0,0.0,[]
out_domain_true_blind,hybrid_v1,M1_normalized_exact,1.0,TB005,"[""pilot review"", ""archived requests"", ""routing errors"", ""missing attachments"", ""resident intent""]","[""archived request found"", ""civicaid permit"", ""civicaid permit triage"", ""civicaid permit triage a"", ""fifty archived request"", ""fifty archived request found"", ""most routing error""]",5,7,0,0.0,0.0,0.0,0.0,[]
out_domain_true_blind,hybrid_v1,M1_normalized_exact,1.0,TB006,"[""blind annotation batch"", ""council-style messages"", ""route classifier"", ""manual triage spreadsheet""]","[""blind annotation batch"", ""civicaid permit triage"", ""civicaid permit triage next"", ""permit triage next"", ""permit triage next build"", ""triage next build""]",4,6,1,0.16666666666666666,0.25,0.2,0.1111111111111111,"[{""gold"": ""blind annotation batch"", ""pred"": ""blind annotation batch"", ""score"": 1.0}]"
out_domain_true_blind,hybrid_v1,M1_normalized_exact,1.0,TB007,"[""HarborFlow"", ""logistics exception tracker"", ""containers"", ""gate-out confirmation""]","[""container"", ""container exception"", ""container exception harborflow"", ""delayed inspected damaged"", ""harborflow container exception"", ""harborflow container exception harborflow""]",4,6,1,0.16666666666666666,0.25,0.2,0.1111111111111111,"[{""gold"": ""containers"", ""pred"": ""container"", ""score"": 1.0}]"
out_domain_true_blind,hybrid_v1,M1_normalized_exact,1.0,TB008,"[""port team"", ""email chains"", ""customs hold"", ""carrier delay""]","[""container exception"", ""currently handle exception"", ""currently handle exception through"", ""exception"", ""exception through email"", ""harborflow container exception"", ""harborflow container exception the""]",4,7,0,0.0,0.0,0.0,0.0,[]
out_domain_true_blind,hybrid_v1,M1_normalized_exact,1.0,TB009,"[""exception"", ""cause"", ""accountable party"", ""last verified timestamp"", ""financial exposure"", ""operations lead""]","[""accountable party last"", ""container exception each"", ""container exception each exception"", ""exception each exception"", ""harborflow container exception"", ""harborflow container exception each""]",6,6,0,0.0,0.0,0.0,0.0,[]
out_domain_true_blind,hybrid_v1,M1_normalized_exact,1.0,TB010,"[""refrigerated container"", ""temperature alarm"", ""inspection seal"", ""cold-chain risk"", ""compliance review""]","[""both cold-chain risk"", ""container"", ""container exception"", ""harborflow container"", ""harborflow container exception"", ""harborflow container exception for"", ""missing inspection seal""]",5,7,0,0.0,0.0,0.0,0.0,[]
out_domain_true_blind,hybrid_v1,M1_normalized_exact,1.0,TB011,"[""cargo value"", ""commodity notes"", ""verified shipment record""]","[""commodity note unles"", ""container exception"", ""harborflow container"", ""harborflow container exception"", ""harborflow container exception the"", ""infer cargo value"", ""verified shipment record""]",3,7,1,0.14285714285714285,0.3333333333333333,0.2,0.1111111111111111,"[{""gold"": ""verified shipment record"", ""pred"": ""verified shipment record"", ""score"": 1.0}]"
out_domain_true_blind,hybrid_v1,M1_normalized_exact,1.0,TB012,"[""exception"", ""dwell time"", ""forty-eight hours"", ""confirmed owner""]","[""any exception whose"", ""any exception whose dwell"", ""container exception"", ""container exception add"", ""harborflow container exception"", ""harborflow container exception add""]",4,6,0,0.0,0.0,0.0,0.0,[]
out_domain_true_blind,hybrid_v1,M1_normalized_exact,1.0,TB013,"[""ClinicPulse"", ""backlog monitor"", ""appointment delays"", ""pathway"", ""urgency"", ""clinician dependency"", ""patient-contact status""]","[""backlog"", ""backlog monitor"", ""backlog monitor clinicpulse"", ""clinicpulse"", ""clinicpulse backlog monitor"", ""clinicpulse backlog monitor clinicpulse""]",7,6,2,0.3333333333333333,0.2857142857142857,0.30769230769230765,0.18181818181818182,"[{""gold"": ""ClinicPulse"", ""pred"": ""clinicpulse"", ""score"": 1.0}, {""gold"": ""backlog monitor"", ""pred"": ""backlog monitor"", ""score"": 1.0}]"
out_domain_true_blind,hybrid_v1,M1_normalized_exact,1.0,TB014,"[""clinic manager"", ""clinical review"", ""administrative booking"", ""patients""]","[""backlog monitor"", ""between patient waiting"", ""clearer difference between"", ""clearer difference between patient"", ""clinicpulse backlog monitor"", ""clinicpulse backlog monitor the"", ""patient waiting""]",4,7,0,0.0,0.0,0.0,0.0,[]
out_domain_true_blind,hybrid_v1,M1_normalized_exact,1.0,TB015,"[""route map"", ""pathway name"", ""current wait age"", ""blocker type"", ""responsible role"", ""backlog note""]","[""age blocker type"", ""backlog"", ""backlog monitor"", ""clinicpulse backlog"", ""clinicpulse backlog monitor"", ""clinicpulse backlog monitor the"", ""current wait age""]",6,7,1,0.14285714285714285,0.16666666666666666,0.15384615384615383,0.08333333333333333,"[{""gold"": ""current wait age"", ""pred"": ""current wait age"", ""score"": 1.0}]"
out_domain_true_blind,hybrid_v1,M1_normalized_exact,1.0,TB016,"[""urgent flag"", ""clinical risk wording"", ""days since referral""]","[""backlog monitor"", ""backlog monitor change"", ""clinical risk wording"", ""clinicpulse backlog"", ""clinicpulse backlog monitor"", ""clinicpulse backlog monitor change""]",3,6,1,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.125,"[{""gold"": ""clinical risk wording"", ""pred"": ""clinical risk wording"", ""score"": 1.0}]"
out_domain_true_blind,hybrid_v1,M1_normalized_exact,1.0,TB017,"[""administrative blockers"", ""booking teams"", ""queue"", ""sample""]","[""administrative blocker were"", ""administrative blocker were over-counted"", ""backlog monitor"", ""because two booking"", ""because two booking team"", ""clinicpulse backlog monitor"", ""clinicpulse backlog monitor the""]",4,7,0,0.0,0.0,0.0,0.0,[]
out_domain_true_blind,hybrid_v1,M1_normalized_exact,1.0,TB018,"[""patient identifiers"", ""model prompt"", ""synthetic IDs"", ""re-identification key"", ""evaluation folder""]","[""backlog monitor"", ""backlog monitor do"", ""clinicpulse backlog"", ""clinicpulse backlog monitor"", ""clinicpulse backlog monitor do"", ""expose patient identifier"", ""ids""]",5,7,0,0.0,0.0,0.0,0.0,[]
out_domain_true_blind,hybrid_v1,M1_normalized_exact,1.0,TB019,"[""GridLens"", ""battery storage sites"", ""inverter faults"", ""thermal alerts"", ""state-of-charge anomalies"", ""technician dispatch""]","[""alert state-of-charge anomalie"", ""battery"", ""battery maintenance"", ""battery maintenance gridlen"", ""gridlen battery maintenance"", ""gridlen battery maintenance gridlen""]",6,6,0,0.0,0.0,0.0,0.0,[]
out_domain_true_blind,hybrid_v1,M1_normalized_exact,1.0,TB020,"[""maintenance team"", ""telemetry summaries"", ""engineer notes"", ""repeated faults""]","[""battery maintenance"", ""gridlen battery"", ""gridlen battery maintenance"", ""gridlen battery maintenance the"", ""maintenance"", ""maintenance team receive"", ""maintenance team receive telemetry""]",4,7,0,0.0,0.0,0.0,0.0,[]
out_domain_true_blind,hybrid_v1,M1_normalized_exact,1.0,TB021,"[""asset"", ""symptom"", ""severity"", ""recurrence count"", ""safety implication"", ""recommended intervention""]","[""battery maintenance normalize"", ""battery maintenance normalize every"", ""gridlen battery maintenance"", ""gridlen battery maintenance normalize"", ""maintenance normalize every"", ""maintenance normalize every note""]",6,6,0,0.0,0.0,0.0,0.0,[]
out_domain_true_blind,hybrid_v1,M1_normalized_exact,1.0,TB022,"[""alert"", ""planned firmware test"", ""scheduled work"", ""operational incident""]","[""battery maintenance"", ""firmware test route"", ""gridlen battery"", ""gridlen battery maintenance"", ""gridlen battery maintenance if"", ""planned firmware test"", ""planned firmware test route""]",4,7,1,0.14285714285714285,0.25,0.18181818181818182,0.1,"[{""gold"": ""planned firmware test"", ""pred"": ""planned firmware test"", ""score"": 1.0}]"
out_domain_true_blind,hybrid_v1,M1_normalized_exact,1.0,TB023,"[""dry run"", ""model"", ""inverter trips"", ""balancing events"", ""thermal warnings""]","[""battery maintenance"", ""but confused balancing"", ""but confused balancing event"", ""confused balancing event"", ""correctly grouped inverter"", ""gridlen battery maintenance"", ""gridlen battery maintenance in""]",5,7,0,0.0,0.0,0.0,0.0,[]
out_domain_true_blind,hybrid_v1,M1_normalized_exact,1.0,TB024,"[""blind set"", ""engineer notes"", ""production alert rules""]","[""battery maintenance"", ""battery maintenance create"", ""gridlen battery"", ""gridlen battery maintenance"", ""gridlen battery maintenance create"", ""maintenance create""]",3,6,0,0.0,0.0,0.0,0.0,[]
out_domain_true_blind,hybrid_v1,M1_normalized_exact,1.0,TB025,"[""TutorTrail"", ""tutoring notes"", ""learning routes"", ""concept gap"", ""practice need"", ""confidence issue"", ""assessment target"", ""parent follow-up""]","[""learning route"", ""learning route tutortrail"", ""learning route tutortrail convert"", ""route tutortrail convert"", ""route tutortrail convert free-text"", ""tutortrail convert free-text"", ""tutortrail learning route tutortrail""]",8,7,1,0.14285714285714285,0.125,0.13333333333333333,0.07142857142857142,"[{""gold"": ""learning routes"", ""pred"": ""learning route"", ""score"": 1.0}]"
out_domain_true_blind,hybrid_v1,M1_normalized_exact,1.0,TB026,"[""tutors"", ""ability"", ""behaviour"", ""homework completion"", ""lesson plan""]","[""learning route tutor"", ""learning route tutor often"", ""route tutor often"", ""route tutor often describe"", ""tutor often describe"", ""tutor often describe ability"", ""tutortrail learning route tutor""]",5,7,0,0.0,0.0,0.0,0.0,[]
out_domain_true_blind,hybrid_v1,M1_normalized_exact,1.0,TB027,"[""topic"", ""misconception"", ""evidence sentence"", ""exercise type"", ""conceptual issue"", ""fluency-based issue""]","[""evidence sentence recommended"", ""evidence sentence recommended exercise"", ""learning route"", ""learning route extract"", ""tutortrail learning route"", ""tutortrail learning route extract""]",6,6,0,0.0,0.0,0.0,0.0,[]
out_domain_true_blind,hybrid_v1,M1_normalized_exact,1.0,TB028,"[""pupil"", ""linear equations"", ""wording"", ""transfer practice"", ""basic algebra""]","[""can solve linear"", ""can solve linear equation"", ""equation but freeze"", ""learning route"", ""linear equation but"", ""tutortrail learning route"", ""tutortrail learning route a""]",5,7,0,0.0,0.0,0.0,0.0,[]
out_domain_true_blind,hybrid_v1,M1_normalized_exact,1.0,TB029,"[""special educational need"", ""frustration note"", ""tutor"", ""support plan""]","[""assessed support plan"", ""frustration note unles"", ""learning route"", ""learning route do"", ""tutortrail learning route"", ""tutortrail learning route do""]",4,6,0,0.0,0.0,0.0,0.0,[]
