dataset,strategy,matcher,threshold,segment_id,gold_entities,pred_entities,gold_count,pred_count,matches,soft_precision,soft_recall,soft_f1,soft_jaccard,matched_pairs
out_domain_true_blind,hybrid_v2,M4_embedding_cosine,0.5,TB001,"[""CivicAid Permit Triage"", ""council service requests"", ""planning questions"", ""permit evidence"", ""payment status"", ""human officer""]","[""incident response""]",6,1,0,0.0,0.0,0.0,0.0,[]
out_domain_true_blind,hybrid_v2,M4_embedding_cosine,0.5,TB002,"[""residents"", ""complaint"", ""permit query"", ""missing-document evidence""]","[""civicaid permit triage"", ""civicaid permit triage the"", ""long message containing"", ""often submit one"", ""often submit one long"", ""one long message""]",4,6,0,0.0,0.0,0.0,0.0,[]
out_domain_true_blind,hybrid_v2,M4_embedding_cosine,0.5,TB003,"[""request type"", ""required evidence"", ""deadline sensitivity"", ""status"", ""new decision""]","[""civicaid permit"", ""civicaid permit triage"", ""civicaid permit triage the"", ""classify each sentence"", ""evidence deadline sensitivity"", ""request type required""]",5,6,2,0.3333333333333333,0.4,0.3636363636363636,0.2222222222222222,"[{""gold"": ""request type"", ""pred"": ""request type required"", ""score"": 0.9110286235809326}, {""gold"": ""deadline sensitivity"", ""pred"": ""evidence deadline sensitivity"", ""score"": 0.7628426551818848}]"
out_domain_true_blind,hybrid_v2,M4_embedding_cosine,0.5,TB004,"[""assistant"", ""planning permission"", ""approval"", ""partial screenshot"", ""legal evidence""]","[""permission boundary""]",5,1,1,1.0,0.2,0.33333333333333337,0.2,"[{""gold"": ""planning permission"", ""pred"": ""permission boundary"", ""score"": 0.598781943321228}]"
out_domain_true_blind,hybrid_v2,M4_embedding_cosine,0.5,TB005,"[""pilot review"", ""archived requests"", ""routing errors"", ""missing attachments"", ""resident intent""]","[""archived request found"", ""civicaid permit triage"", ""civicaid permit triage a"", ""fifty archived request"", ""fifty archived request found"", ""most routing error""]",5,6,2,0.3333333333333333,0.4,0.3636363636363636,0.2222222222222222,"[{""gold"": ""routing errors"", ""pred"": ""most routing error"", ""score"": 0.874769926071167}, {""gold"": ""archived requests"", ""pred"": ""archived request found"", ""score"": 0.841169536113739}]"
out_domain_true_blind,hybrid_v2,M4_embedding_cosine,0.5,TB006,"[""blind annotation batch"", ""council-style messages"", ""route classifier"", ""manual triage spreadsheet""]","[""blind annotation batch"", ""civicaid permit triage"", ""civicaid permit triage next"", ""permit triage next"", ""permit triage next build"", ""triage next build""]",4,6,2,0.3333333333333333,0.5,0.4,0.25,"[{""gold"": ""blind annotation batch"", ""pred"": ""blind annotation batch"", ""score"": 1.000000238418579}, {""gold"": ""manual triage spreadsheet"", ""pred"": ""triage next build"", ""score"": 0.5072206854820251}]"
out_domain_true_blind,hybrid_v2,M4_embedding_cosine,0.5,TB007,"[""HarborFlow"", ""logistics exception tracker"", ""containers"", ""gate-out confirmation""]","[""container"", ""container exception"", ""container exception harborflow"", ""delayed inspected damaged"", ""harborflow container exception"", ""harborflow container exception harborflow""]",4,6,2,0.3333333333333333,0.5,0.4,0.25,"[{""gold"": ""containers"", ""pred"": ""container"", ""score"": 0.918444812297821}, {""gold"": ""HarborFlow"", ""pred"": ""harborflow container exception harborflow"", ""score"": 0.7145272493362427}]"
out_domain_true_blind,hybrid_v2,M4_embedding_cosine,0.5,TB008,"[""port team"", ""email chains"", ""customs hold"", ""carrier delay""]","[""container exception"", ""currently handle exception"", ""currently handle exception through"", ""exception through email"", ""harborflow container exception"", ""harborflow container exception the""]",4,6,0,0.0,0.0,0.0,0.0,[]
out_domain_true_blind,hybrid_v2,M4_embedding_cosine,0.5,TB009,"[""exception"", ""cause"", ""accountable party"", ""last verified timestamp"", ""financial exposure"", ""operations lead""]","[""accountable party last"", ""container exception each"", ""container exception each exception"", ""exception each exception"", ""harborflow container exception"", ""harborflow container exception each""]",6,6,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,"[{""gold"": ""accountable party"", ""pred"": ""accountable party last"", ""score"": 0.895616352558136}, {""gold"": ""exception"", ""pred"": ""exception each exception"", ""score"": 0.8138440847396851}]"
out_domain_true_blind,hybrid_v2,M4_embedding_cosine,0.5,TB010,"[""refrigerated container"", ""temperature alarm"", ""inspection seal"", ""cold-chain risk"", ""compliance review""]","[""both cold-chain risk"", ""container exception"", ""harborflow container"", ""harborflow container exception"", ""harborflow container exception for"", ""missing inspection seal""]",5,6,2,0.3333333333333333,0.4,0.3636363636363636,0.2222222222222222,"[{""gold"": ""cold-chain risk"", ""pred"": ""both cold-chain risk"", ""score"": 0.9633667469024658}, {""gold"": ""inspection seal"", ""pred"": ""missing inspection seal"", ""score"": 0.8671696782112122}]"
out_domain_true_blind,hybrid_v2,M4_embedding_cosine,0.5,TB011,"[""cargo value"", ""commodity notes"", ""verified shipment record""]","[""commodity note unles"", ""container exception"", ""harborflow container exception"", ""harborflow container exception the"", ""infer cargo value"", ""verified shipment record""]",3,6,3,0.5,1.0,0.6666666666666666,0.5,"[{""gold"": ""verified shipment record"", ""pred"": ""verified shipment record"", ""score"": 0.9999999403953552}, {""gold"": ""cargo value"", ""pred"": ""infer cargo value"", ""score"": 0.8687366247177124}, {""gold"": ""commodity notes"", ""pred"": ""commodity note unles"", ""score"": 0.8052115440368652}]"
out_domain_true_blind,hybrid_v2,M4_embedding_cosine,0.5,TB012,"[""exception"", ""dwell time"", ""forty-eight hours"", ""confirmed owner""]","[""any exception whose"", ""any exception whose dwell"", ""container exception"", ""container exception add"", ""harborflow container exception"", ""harborflow container exception add""]",4,6,1,0.16666666666666666,0.25,0.2,0.1111111111111111,"[{""gold"": ""exception"", ""pred"": ""any exception whose"", ""score"": 0.5792598724365234}]"
out_domain_true_blind,hybrid_v2,M4_embedding_cosine,0.5,TB013,"[""ClinicPulse"", ""backlog monitor"", ""appointment delays"", ""pathway"", ""urgency"", ""clinician dependency"", ""patient-contact status""]","[""backlog"", ""backlog monitor"", ""backlog monitor clinicpulse"", ""clinicpulse"", ""clinicpulse backlog monitor"", ""clinicpulse backlog monitor clinicpulse""]",7,6,2,0.3333333333333333,0.2857142857142857,0.30769230769230765,0.18181818181818182,"[{""gold"": ""backlog monitor"", ""pred"": ""backlog monitor"", ""score"": 1.0000001192092896}, {""gold"": ""ClinicPulse"", ""pred"": ""clinicpulse"", ""score"": 1.0}]"
out_domain_true_blind,hybrid_v2,M4_embedding_cosine,0.5,TB014,"[""clinic manager"", ""clinical review"", ""administrative booking"", ""patients""]","[""backlog monitor"", ""between patient waiting"", ""clearer difference between"", ""clearer difference between patient"", ""clinicpulse backlog monitor"", ""clinicpulse backlog monitor the""]",4,6,2,0.3333333333333333,0.5,0.4,0.25,"[{""gold"": ""patients"", ""pred"": ""clearer difference between patient"", ""score"": 0.713224470615387}, {""gold"": ""clinic manager"", ""pred"": ""clinicpulse backlog monitor the"", ""score"": 0.5418359041213989}]"
out_domain_true_blind,hybrid_v2,M4_embedding_cosine,0.5,TB015,"[""route map"", ""pathway name"", ""current wait age"", ""blocker type"", ""responsible role"", ""backlog note""]","[""age blocker type"", ""backlog monitor"", ""clinicpulse backlog"", ""clinicpulse backlog monitor"", ""clinicpulse backlog monitor the"", ""current wait age""]",6,6,3,0.5,0.5,0.5,0.3333333333333333,"[{""gold"": ""current wait age"", ""pred"": ""current wait age"", ""score"": 1.0000001192092896}, {""gold"": ""backlog note"", ""pred"": ""backlog monitor"", ""score"": 0.7035019993782043}, {""gold"": ""blocker type"", ""pred"": ""age blocker type"", ""score"": 0.635083794593811}]"
out_domain_true_blind,hybrid_v2,M4_embedding_cosine,0.5,TB016,"[""urgent flag"", ""clinical risk wording"", ""days since referral""]","[""backlog monitor"", ""backlog monitor change"", ""clinical risk wording"", ""clinicpulse backlog"", ""clinicpulse backlog monitor"", ""clinicpulse backlog monitor change""]",3,6,1,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.125,"[{""gold"": ""clinical risk wording"", ""pred"": ""clinical risk wording"", ""score"": 1.0000001192092896}]"
out_domain_true_blind,hybrid_v2,M4_embedding_cosine,0.5,TB017,"[""administrative blockers"", ""booking teams"", ""queue"", ""sample""]","[""administrative blocker were"", ""administrative blocker were over-counted"", ""because two booking"", ""because two booking team"", ""clinicpulse backlog monitor"", ""clinicpulse backlog monitor the""]",4,6,2,0.3333333333333333,0.5,0.4,0.25,"[{""gold"": ""administrative blockers"", ""pred"": ""administrative blocker were"", ""score"": 0.8926544189453125}, {""gold"": ""booking teams"", ""pred"": ""because two booking team"", ""score"": 0.6904767751693726}]"
out_domain_true_blind,hybrid_v2,M4_embedding_cosine,0.5,TB018,"[""patient identifiers"", ""model prompt"", ""synthetic IDs"", ""re-identification key"", ""evaluation folder""]","[""evaluation""]",5,1,1,1.0,0.2,0.33333333333333337,0.2,"[{""gold"": ""evaluation folder"", ""pred"": ""evaluation"", ""score"": 0.5786687135696411}]"
out_domain_true_blind,hybrid_v2,M4_embedding_cosine,0.5,TB019,"[""GridLens"", ""battery storage sites"", ""inverter faults"", ""thermal alerts"", ""state-of-charge anomalies"", ""technician dispatch""]","[""alert state-of-charge anomalie"", ""battery"", ""battery maintenance"", ""battery maintenance gridlen"", ""gridlen battery maintenance"", ""gridlen battery maintenance gridlen""]",6,6,3,0.5,0.5,0.5,0.3333333333333333,"[{""gold"": ""GridLens"", ""pred"": ""gridlen battery maintenance gridlen"", ""score"": 0.5820503234863281}, {""gold"": ""battery storage sites"", ""pred"": ""battery maintenance"", ""score"": 0.5650836825370789}, {""gold"": ""state-of-charge anomalies"", ""pred"": ""alert state-of-charge anomalie"", ""score"": 0.5400280952453613}]"
